time,lat,lon,speed,heading,hr
0.0,13.056999999999999,80.2518,44.91,181.9,68.2
1.0,13.056887676958032,80.25179617256894,42.22,185.54,67.0
2.0,13.056782526494077,80.25178570351159,45.6,191.68,67.9
3.0,13.05667076763437,80.25176198729906,44.04,192.31,73.0
4.0,13.056563101625551,80.25173787371645,46.03,188.67,72.8
5.0,13.056449238128355,80.25172005947913,41.37,179.11,72.2
6.0,13.056345716425874,80.25172171254538,43.04,172.74,74.2
7.0,13.056238875212408,80.25173569347218,44.1,168.66,73.2
8.0,13.056130661103838,80.2517579628505,45.02,168.76,72.3
9.0,13.0560201537857,80.25178051513412,44.13,174.36,75.0
10.0,13.055910248162476,80.2517916619187,44.55,180.71,77.1
11.0,13.055798770632597,80.25179024734456,43.2,187.34,75.3
12.0,13.055691545213397,80.25177606778367,44.2,190.27,73.8
13.0,13.055582699395195,80.25175582480884,43.77,191.2,68.5
14.0,13.055475259511772,80.2517339775282,44.02,186.5,72.8
15.0,13.05536581032159,80.25172116715187,45.7,178.97,69.4
16.0,13.055251467951509,80.25172327267566,44.36,173.92,69.0
17.0,13.05514108022445,80.25173535066014,41.85,170.36,72.0
18.0,13.0550378296619,80.25175334864969,42.55,169.59,72.2
19.0,13.054933091558183,80.25177310518283,43.91,172.7,68.5
20.0,13.054824090650252,80.2517874458806,44.62,179.87,69.0
21.0,13.054712438773805,80.25178771455153,45.28,185.3,62.2
22.0,13.054599619498434,80.25177696098199,44.93,192.45,63.1
23.0,13.054489823920877,80.25175208713199,41.5,191.0,64.8
24.0,13.054387875254795,80.25173174104636,44.25,186.75,68.4
25.0,13.054277907306876,80.25171838939751,42.16,181.4,64.5
26.0,13.05417244123778,80.25171575164323,41.71,171.26,67.5
27.0,13.054069270082696,80.25173202760513,40.99,170.2,63.9
28.0,13.053968192199038,80.25174994453111,43.18,168.56,63.8
29.0,13.053862280000791,80.25177194388424,41.97,173.37,66.3
30.0,13.05375795411622,80.25178439062982,42.61,180.55,66.0
31.0,13.053651328248637,80.25178334701046,42.39,186.94,66.9
32.0,13.053546031573438,80.25177018283155,44.84,191.15,70.2
33.0,13.053435943899943,80.25174790118425,43.41,191.12,68.9
34.0,13.053329360012528,80.25172640147552,42.83,188.23,70.4
35.0,13.05322326967643,80.25171065660071,39.84,180.45,68.7
36.0,13.05312356379721,80.25170985680349,42.33,171.75,76.7
37.0,13.053018717467666,80.2517254569335,43.0,170.82,74.4
38.0,13.052912495731679,80.25174308105433,41.15,166.79,71.9
39.0,13.05281225395624,80.25176724218313,41.63,172.33,73.2
40.0,13.052709013377257,80.2517815226247,42.92,178.02,72.1
41.0,13.052601665386932,80.25178533086351,44.83,187.29,72.7
42.0,13.052490382926562,80.25177071201662,41.21,188.88,77.7
43.0,13.0523884891193,80.25175436562229,39.72,193.37,76.1
44.0,13.052291794673021,80.25173077185379,41.32,186.59,81.1
45.0,13.052189071406042,80.25171859332337,41.78,178.5,75.2
46.0,13.05208455129702,80.25172140842996,41.47,174.03,74.2
47.0,13.051981342448075,80.25173248329676,41.64,168.2,71.8
48.0,13.051879332920343,80.2517543676056,40.61,169.21,72.8
49.0,13.05177951428036,80.2517738975078,42.77,172.92,70.8
50.0,13.051673301279909,80.25178744440879,42.89,178.23,67.7
51.0,13.05156601312528,80.25179085359851,40.03,186.4,72.5
52.0,13.051466470867126,80.25177939268183,45.55,189.28,70.8
53.0,13.051353981138298,80.25176053089328,40.68,191.64,68.0
54.0,13.051254277202572,80.25173945504062,41.65,187.57,68.0
55.0,13.051150962856285,80.25172535238347,40.3,180.09,65.6
56.0,13.051050102137795,80.25172519050842,42.22,172.75,67.0
57.0,13.050945289189736,80.2517388747724,41.42,165.65,65.6
58.0,13.050844861587741,80.2517652539112,39.78,168.57,67.8
59.0,13.050747293640779,80.25178550579263,39.12,173.89,66.1
60.0,13.050649949416632,80.25179619512244,38.13,179.03,63.7
61.0,13.050554541283965,80.2517978561703,41.55,187.92,66.9
62.0,13.05045155384477,80.25178315683787,40.81,192.14,64.5
63.0,13.050351699346733,80.25176111162858,41.16,191.84,68.7
64.0,13.050250887988787,80.25173940857948,40.94,188.24,68.5
65.0,13.050149487729593,80.25172433066285,39.76,181.07,66.3
66.0,13.050050005039282,80.25172242307676,38.6,172.78,67.7
67.0,13.049954167054803,80.25173487997556,38.45,168.44,69.5
68.0,13.049859893341099,80.25175466929329,39.88,166.69,71.2
69.0,13.04976277295137,80.25177824778329,40.47,172.13,74.5
70.0,13.049662453495383,80.25179248327778,38.26,178.39,71.0
71.0,13.049566755657157,80.25179524019532,40.56,186.11,73.2
72.0,13.049465820929521,80.2517841427031,36.23,191.15,75.8
73.0,13.049376855753277,80.25176614599704,39.25,190.17,75.3
74.0,13.049280177078488,80.25174833715812,37.12,188.41,67.4
75.0,13.049188292045084,80.25173438539372,41.7,180.18,78.1
76.0,13.04908393630912,80.25173404166165,38.18,173.16,76.9
77.0,13.048989065221397,80.25174572967498,39.55,167.61,75.9
78.0,13.048892383888898,80.25176752488677,42.9,169.65,75.2
79.0,13.04878677546931,80.25178732848369,38.64,172.44,69.2
80.0,13.048690915761222,80.2518003921838,37.99,179.31,71.6
81.0,13.048595862497736,80.25180157531425,37.29,187.21,74.9
82.0,13.04850329021424,80.25178956100847,38.43,191.41,70.4
83.0,13.048409030355229,80.25177002848221,39.6,191.57,68.1
84.0,13.048311949938832,80.25174963078872,37.82,186.4,66.0
85.0,13.048217883293628,80.25173880787926,37.49,179.18,70.6
86.0,13.048124084903476,80.25174018471958,38.41,173.21,69.7
87.0,13.048028637175229,80.25175185197202,38.63,168.45,66.6
88.0,13.04793393363748,80.25177171872791,37.09,168.85,60.1
89.0,13.047842877141692,80.2517901369352,40.01,172.81,67.9
90.0,13.047743528607128,80.25180299795753,39.65,180.97,65.5
91.0,13.047644307968287,80.25180128168431,36.79,187.25,64.2
92.0,13.047552968388144,80.25178935264951,39.45,192.03,64.7
93.0,13.047456422432836,80.25176823589294,37.56,190.96,66.7
94.0,13.047364141705533,80.25174988732948,34.04,185.61,64.1
95.0,13.0472793751026,80.25174134096443,36.64,178.78,65.6
96.0,13.047187709750586,80.25174334599326,39.5,172.49,67.4
97.0,13.04708971129248,80.25175660154284,38.17,168.89,64.5
98.0,13.04699597349579,80.25177550078944,37.05,169.63,69.8
99.0,13.046904780257737,80.25179263675592,34.75,171.87,71.1
