time,lat,lon,speed,heading,hr
0.0,34.141354,-118.352898,27.44,137.88,72.0
1.0,34.14131429087568,-118.35285461722724,23.42,137.88,72.0
2.0,34.14126481716757,-118.35280041862094,13.72,137.8,72.0
3.0,34.14124624358919,-118.35277980881791,10.76,137.44,72.0
4.0,34.1412289001946,-118.35276095409954,6.96,138.02,72.0
5.0,34.14122286185946,-118.35275416600278,5.49,137.06,72.0
6.0,34.14121168036757,-118.35274190031673,5.49,137.76,72.0
7.0,34.14119948012973,-118.35272857295377,4.54,137.88,72.0
8.0,34.14119440012973,-118.35272294606614,5.52,137.49,72.0
9.0,34.14118256784865,-118.35270990071109,8.14,137.62,72.0
10.0,34.141161157708105,-118.35268648409973,8.73,137.85,72.0
11.0,34.14114662067027,-118.35267053903964,5.49,137.77,72.0
12.0,34.14114052192432,-118.3526638504751,5.49,137.77,72.0
14.0,34.14112603980541,-118.35264796845206,2.67,137.77,72.0
15.0,34.14112120694054,-118.35264266338525,0.0,137.74,72.0
16.0,34.14112120694054,-118.35264266338525,0.0,0.0,72.0
17.0,34.14112120694054,-118.35264266338525,0.0,0.0,72.0
18.0,34.14112120694054,-118.35264266338525,0.0,0.0,72.0
19.0,34.141118156194594,-118.35263931910298,5.4,137.78,72.0
20.0,34.14111205744865,-118.35263263053845,5.46,137.77,72.0
21.0,34.141098901621625,-118.35261820168569,10.4,137.77,72.0
22.0,34.141060178291895,-118.35256994847009,19.08,134.12,72.0
23.0,34.141045600064864,-118.35255072216479,15.98,132.49,72.0
24.0,34.14100900758919,-118.35251064054367,16.54,137.81,72.0
25.0,34.14098359385946,-118.35248276488929,21.98,137.77,72.0
26.0,34.14092971565405,-118.35242366929825,27.5,137.77,72.0
28.0,34.14081990802162,-118.35229021651058,38.32,134.83,72.0
30.0,34.14065047217297,-118.35207741332707,43.88,133.89,72.0
31.0,34.14058131827027,-118.35199065773477,45.13,133.92,72.0
32.0,34.140483038118916,-118.35185376113262,50.44,130.94,72.0
34.0,34.14030225602162,-118.35162367915738,50.35,133.51,72.0
35.0,34.14026148970811,-118.35156727425377,49.37,131.13,72.0
36.0,34.14018706908108,-118.35146354178413,52.02,130.92,72.0
37.0,34.140102312713516,-118.35134540700363,54.64,130.92,72.0
38.0,34.14000725904865,-118.35121291636067,53.46,130.92,72.0
39.0,34.13990855052973,-118.35107469929787,56.13,130.79,72.0
40.0,34.13984717863784,-118.35098802664908,50.91,130.55,72.0
41.0,34.13974541662703,-118.35084798482907,43.29,131.28,72.0
42.0,34.13966090464865,-118.35073247106347,38.4,131.48,72.0
43.0,34.13959223677838,-118.35063781593139,39.85,131.24,72.0
44.0,34.13957154332973,-118.35060895159039,42.46,130.9,72.0
45.0,34.139523203697294,-118.35054053314897,12.04,130.49,72.0
46.0,34.13950451478919,-118.35051556715288,13.73,132.13,72.0
