time,lat,lon,speed,heading,hr
0.0,34.141354,-118.352898,32.92,137.77,72.0
1.0,34.141317402032435,-118.35285785865955,32.92,137.77,72.0
2.0,34.14125640908108,-118.35279095974322,32.9,137.77,72.0
3.0,34.14118423189189,-118.35271179514083,32.92,137.77,72.0
4.0,34.14110539578378,-118.3526246580084,34.78,137.55,72.0
5.0,34.141031409016215,-118.35253142618694,36.09,133.8,72.0
6.0,34.140998702054056,-118.35249461917554,29.78,137.03,72.0
7.0,34.140908176454055,-118.35239556803752,38.55,137.84,72.0
8.0,34.14086321158919,-118.35234249746296,44.53,135.67,72.0
9.0,34.140755342594595,-118.35219954266694,48.24,132.36,72.0
11.0,34.140632560367564,-118.35203881805363,49.78,132.71,72.0
12.0,34.14053803667027,-118.35192009935083,49.38,133.89,72.0
13.0,34.14043238365405,-118.35178739969022,43.85,133.89,72.0
14.0,34.14037151701621,-118.35171095563491,44.42,133.89,72.0
16.0,34.14023064175135,-118.35152297910241,46.22,132.16,72.0
17.0,34.140117003524324,-118.35136458686057,32.34,130.92,72.0
18.0,34.1400927732973,-118.35133081558159,27.54,130.92,72.0
19.0,34.140046910508104,-118.3512668893606,21.91,130.92,72.0
21.0,34.13999834845406,-118.35119920082208,16.46,130.92,72.0
22.0,34.13996057522162,-118.35114655491827,16.46,130.92,72.0
24.0,34.139897533794596,-118.35105792480267,20.41,130.68,72.0
25.0,34.13987073610811,-118.35101967457422,22.14,130.25,72.0
26.0,34.13985218724324,-118.35099267148556,22.34,129.69,72.0
27.0,34.139804067286484,-118.35092677120906,27.45,131.42,72.0
28.0,34.13973041277838,-118.35082609769601,32.92,131.48,72.0
29.0,34.13969222216216,-118.35077389636942,32.92,131.47,72.0
30.0,34.139623968929726,-118.35068060482863,27.03,131.48,72.0
31.0,34.13959384041081,-118.35063890415023,28.66,131.12,72.0
32.0,34.139543685708105,-118.35056815997284,23.98,130.58,72.0
33.0,34.13952905256216,-118.35054274608179,12.05,124.83,72.0
34.0,34.139491512735134,-118.35048837163527,16.46,129.83,72.0
36.0,34.139456054335135,-118.35043934870392,13.79,131.15,72.0
38.0,34.139403933535135,-118.35036707173049,17.95,131.07,72.0
39.0,34.13936508389189,-118.35031356321419,22.35,131.26,72.0
40.0,34.139322571156754,-118.35025477949074,27.43,131.15,72.0
41.0,34.13926724309189,-118.35017819609034,31.1,131.12,72.0
43.0,34.139141033924325,-118.35000377584488,29.91,131.16,72.0
44.0,34.13913109909189,-118.34998983138222,31.56,130.72,72.0
45.0,34.13907506531892,-118.34990496358417,32.81,128.58,72.0
46.0,34.139026179243245,-118.34983760350192,32.81,131.25,72.0
47.0,34.13896918438919,-118.34975898964444,27.43,131.22,72.0
48.0,34.13891857935135,-118.3496889820054,31.42,131.13,72.0
49.0,34.138875152216215,-118.34962929253885,33.5,131.32,72.0
50.0,34.138807247718916,-118.34953563272889,38.51,131.22,72.0
51.0,34.13873035024865,-118.349429488262,44.9,131.2,72.0
52.0,34.138658878767565,-118.34933098786888,49.36,131.24,72.0
53.0,34.1385184099027,-118.3491396670541,56.99,131.58,72.0
54.0,34.13849891094054,-118.3491144290033,56.47,133.03,72.0
56.0,34.13829665554594,-118.34883369840394,54.84,131.04,72.0
57.0,34.1381984056,-118.3487014234141,52.68,131.91,72.0
58.0,34.13806476864865,-118.34852121702947,45.38,131.86,72.0
59.0,34.13803602683243,-118.34848099606327,43.87,130.81,72.0
60.0,34.13794680281081,-118.348360724658,45.93,131.87,72.0
